Coaster_Name,Location,Manufacturer,Type_Main,Year_Introduced,Latitude,Longitude,Speed_mph,Height_ft,Inversions,Gforce,Opening_Date
Runaway Tram,Morey's Piers,Zierer,Steel,2019,38.9894,-74.8034,28,48,0,2.506581082727511,2019-08-09
Steel Curtain (roller coaster),Kennywood,S&S - Sansei Technologies,Steel,2019,40.3892,-79.8665,75,173,9,5.079812048147492,2019-07-13
Taiga (roller coaster),Linnanmäki,Intamin,Steel,2019,60.1885,24.9391,65,150,4,5.0,2019-06-18
Tigris (roller coaster),Busch Gardens Tampa,Premier Rides,Steel,2019,28.0379,-82.4249,62,138,1,3.656477840274068,2019-04-19
TMNT Shellraiser,Nickelodeon Universe,Gerstlauer,Steel,2019,40.8066,-74.0712,62,138,7,4.4323044030834176,2019-10-25
Yukon Striker,Canada's Wonderland,Bolliger & Mabillard,Steel,2019,43.8402,-79.543,80,223,4,4.761212002180578,2019-05-03
Zadra (roller coaster),Energylandia,Rocky Mountain Construction,Other,2019,50.0019,19.4031,75,206,3,4.0,2019-08-22
Candymonium,Hersheypark,Bolliger & Mabillard,Steel,2020,40.2863,-76.659,76,176,0,4.0519127605124226,2020-07-03
F.L.Y. (roller coaster),Phantasialand,Vekoma,Steel,2020,50.7999,6.8792,48,103,2,3.536356259468821,1999-01-01
Max & Moritz (roller coaster),Efteling,Mack Rides,Steel,2020,51.6481,5.0474,22,19,0,2.4251591234127368,2020-06-20
Objectif Mars,Futuroscope,Intamin,Steel,2020,46.6718,0.3703,34,65,0,2.8065468159230598,2020-06-13
Orion (roller coaster),Kings Island,Bolliger & Mabillard,Steel,2020,39.3427,-84.2627,91,217,0,4.529520721841717,2020-07-02
Pitts Special (roller coaster),PowerPark,Gerstlauer,Steel,2020,63.2307,22.8545,62,142,0,4.5,2020-06-24
Sandy's Blasting Bronco,Nickelodeon Universe,Intamin,Steel,2020,40.8056,-74.071,47,100,4,3.601853365743171,2020-10-01
Texas Stingray,SeaWorld San Antonio,Great Coasters International,Wood,2020,29.4524,-98.699,55,120,0,3.2860643656007475,2020-02-22
Wakala (roller coaster),Bellewaerde,Gerstlauer,Steel,2020,50.849,2.9475,31,56,0,2.727905002586777,2020-07-01
West Coast Racers,Six Flags Magic Mountain,Premier Rides,Steel,2020,34.4217,-118.5992,55,119,4,3.75341077973518,2020-01-09
Abyssus,Energylandia,Vekoma,Steel,2021,49.9992,19.4011,62,140,4,4.5,2021-07-14
Dragon Slayer (roller coaster),Adventureland (Iowa),S&S - Sansei Technologies,Steel,2021,41.651,-93.5024,34,63,0,2.6511937351151715,2021-05-29
Jersey Devil Coaster,Six Flags Great Adventure,Rocky Mountain Construction,Steel,2021,40.1377,-74.4405,58,128,3,3.8042587729787947,2021-06-13
Kondaa,Walibi Belgium,Intamin,Steel,2021,50.6977,4.585,70,162,0,3.998769977958492,2021-05-08
Krampus Expédition,Nigloland,Mack Rides,Steel,2021,-48.2617,4.6142,49,104,0,3.5,2021-06-12
Looping Star (Clacton Pier),Clacton Pier,Pinfari,Steel,2021,51.7864,-1.155,26,36,1,2.6672419365650093,2021-10-23
Monster (Gröna Lund),Gröna Lund,Bolliger & Mabillard,Steel,2021,59.3239,18.0961,55,124,3,4.5,2021-06-02
Steel Taipan,Dreamworld,Mack Rides,Steel,2021,-27.8623,153.3152,65,149,4,3.8,2021-01-01
Storm Chaser (Paultons Park),Paultons Park,Mack Rides,Steel,2021,50.949,-1.5505,48,103,0,3.2841135693924493,2021-04-12
Stunt Pilot (roller coaster),Silverwood Theme Park,Rocky Mountain Construction,Steel,2021,47.9065,-116.708,52,111,3,3.5931799944119227,2021-05-29
The Ride to Happiness,Plopsaland De Panne,Mack Rides,Steel,2021,51.081,2.5989,55,123,6,4.231786036076176,2021-07-01
VelociCoaster,Universal's Islands of Adventure,Intamin,Steel,2021,28.4713,-81.472,70,160,4,4.250561368881492,2021-06-10
Aquaman: Power Wave,Six Flags Over Texas,Mack Rides,Steel,2022,32.756,-97.071,62,139,0,3.5140750049356377,2022-01-01
ArieForce One,Fun Spot America Atlanta,Rocky Mountain Construction,Steel,2022,36.86394429887378,-25.366366777938765,64,145,4,3.75,2022-01-01
Defiance (roller coaster),Glenwood Caverns Adventure Park,Gerstlauer,Steel,2022,37.11531758556291,-26.66201573723299,56,123,2,3.6543855011428583,2022-01-01
Dr. Diabolical’s Cliffhanger,Six Flags Fiesta Texas,Bolliger & Mabillard,Steel,2022,37.010479102937225,-26.439966201629204,60,134,2,3.7851735369243755,2022-01-01
Emperor (roller coaster),SeaWorld San Diego,Bolliger & Mabillard,Steel,2022,32.764,-117.2224,63,141,4,3.9871190717646456,2022-03-01
Fønix (roller coaster),Fårup Sommerland,Vekoma,Steel,2022,36.9979923158412,-25.75827091518488,59,131,3,4.1,1999-01-01
Guardians of the Galaxy: Cosmic Rewind,Epcot,Vekoma,Steel,2022,37.34426351575883,-28.15618571165794,49,106,0,3.204705341381718,2022-01-01
Ice Breaker (roller coaster),SeaWorld Orlando,Premier Rides,Steel,2022,28.4088,-81.4633,52,112,0,3.1816427622637775,2022-02-01
Leviathan (Sea World),Sea World,Martin & Vleminckx,Wood,2022,-27.9574,153.4263,49,105,0,3.11910621985362,2022-01-01
Pantheon (roller coaster),Busch Gardens Williamsburg,Intamin,Steel,2022,37.2339,-76.6426,73,169,2,4.151076937374867,2022-01-01
Tumbili,Kings Dominion,S&S – Sansei Technologies,Steel,2022,37.749929311048625,-29.022479917273245,34,64,0,2.699945739311996,1999-01-01
Wonder Woman Flight of Courage,Six Flags Magic Mountain,Rocky Mountain Construction,Steel,2022,37.033898308727856,-25.98139510232147,58,129,3,3.837332301549882,2022-01-01
